recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,traveledDistance,latLaneCenterOffset,laneWidth,laneletId,laneChange,lonLaneletPos,laneletLength,leadDHW,leadDV,leadTHW,leadTTC,leadId,rearId,leftLeadId,leftRearId,leftAlongsideId,rightLeadId,rightRearId,rightAlongsideId,odrRoadId,odrSectionNo,odrLaneId,originalTrackId
86,0,16185,72,236.6287,-197.4258,348.2704,2.5552,7.4397,19.8771,-4.1271,0.8608,-0.0429,20.301,-0.0,0.8515,0.133,55.73,-0.65,3.45,1514,0,8.61,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16186,73,237.4245,-197.5915,348.2874,2.5552,7.4397,19.9129,-4.1283,0.863,-0.0266,20.3363,-0.0,0.8504,0.1491,56.54,-0.64,3.45,1514,0,9.42,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16187,74,238.2219,-197.7573,348.3068,2.5552,7.4397,19.9487,-4.1287,0.8647,-0.0105,20.3715,-0.0,0.8489,0.165,57.35,-0.63,3.46,1514,0,10.23,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16188,75,239.0206,-197.923,348.3286,2.5552,7.4397,19.9845,-4.1282,0.866,0.0053,20.4064,-0.0,0.847,0.1803,58.17,-0.61,3.47,1514,0,11.05,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16189,76,239.8208,-198.0887,348.3527,2.5552,7.4397,20.0204,-4.1268,0.8667,0.0206,20.4413,-0.0,0.8447,0.1951,58.99,-0.60,3.47,1514,0,11.86,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16190,77,240.6224,-198.2543,348.3789,2.5552,7.4397,20.0562,-4.1246,0.8669,0.0354,20.4759,-0.0,0.842,0.2094,59.8,-0.60,3.48,1514,0,12.68,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16191,78,241.4254,-198.4198,348.4073,2.5552,7.4397,20.092,-4.1216,0.8667,0.0497,20.5104,-0.0,0.8391,0.2229,60.62,-0.59,3.49,1514,0,13.50,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16192,79,242.2299,-198.5851,348.4376,2.5552,7.4397,20.1278,-4.1179,0.8661,0.0633,20.5447,-0.0,0.8358,0.2356,61.45,-0.59,3.50,1514,0,14.32,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16193,80,243.0359,-198.7501,348.4696,2.5552,7.4397,20.1634,-4.1134,0.865,0.0761,20.5787,-0.0,0.8323,0.2475,62.27,-0.59,3.50,1514,0,15.14,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16194,81,243.8433,-198.9146,348.5029,2.5552,7.4397,20.199,-4.1085,0.8635,0.0882,20.6126,-0.0,0.8286,0.2586,63.09,-0.59,3.51,1514,0,15.96,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16195,82,244.6521,-199.0789,348.5373,2.5552,7.4397,20.2344,-4.103,0.8617,0.0995,20.6462,-0.0,0.8248,0.2688,63.92,-0.59,3.52,1514,0,16.79,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16196,83,245.4625,-199.243,348.5728,2.5552,7.4397,20.2696,-4.0971,0.8596,0.1101,20.6795,-0.0,0.8207,0.2782,64.74,-0.59,3.53,1514,0,17.61,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16197,84,246.2745,-199.4067,348.6091,2.5552,7.4397,20.3045,-4.0908,0.8572,0.1198,20.7125,-0.0,0.8166,0.2868,65.57,-0.59,3.53,1514,0,18.44,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,761,776,773.0,-1,-1,,0,3,-4,770
86,0,16198,85,247.0881,-199.5701,348.646,2.5552,7.4397,20.3391,-4.0841,0.8546,0.1288,20.7451,-0.0,0.8125,0.2945,66.4,-0.59,3.54,1514,0,19.27,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16199,86,247.9031,-199.7333,348.6835,2.5552,7.4397,20.3732,-4.0771,0.852,0.1371,20.7772,-0.0,0.8085,0.3016,67.23,-0.58,3.55,1514,0,20.10,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16200,87,248.7196,-199.8963,348.7215,2.5552,7.4397,20.4069,-4.0698,0.8494,0.1446,20.8088,-0.0,0.8047,0.3079,68.07,-0.58,3.56,1514,0,20.94,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16201,88,249.5373,-200.059,348.76,2.5552,7.4397,20.4402,-4.0621,0.8471,0.1514,20.8399,-0.0,0.8014,0.3136,68.9,-0.57,3.57,1514,0,21.78,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16202,89,250.3563,-200.2214,348.7989,2.5552,7.4397,20.473,-4.0542,0.8452,0.1574,20.8706,-0.0,0.7985,0.3186,69.73,-0.56,3.57,1514,0,22.61,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16203,90,251.1765,-200.3833,348.8381,2.5552,7.4397,20.5056,-4.0461,0.8437,0.1627,20.901,-0.0,0.7962,0.3229,70.57,-0.54,3.58,1514,0,23.45,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16204,91,251.9976,-200.545,348.8775,2.5552,7.4397,20.538,-4.0378,0.8426,0.1673,20.9312,-0.0,0.7945,0.3267,71.41,-0.53,3.59,1514,0,24.28,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16205,92,252.8199,-200.7062,348.9172,2.5552,7.4397,20.5704,-4.0293,0.8422,0.1711,20.9613,-0.0,0.7936,0.3298,72.25,-0.52,3.60,1514,0,25.12,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16206,93,253.6434,-200.8671,348.957,2.5552,7.4397,20.6027,-4.0208,0.8422,0.1743,20.9914,-0.0,0.7933,0.3324,73.08,-0.50,3.60,1514,0,25.96,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16207,94,254.468,-201.0275,348.9967,2.5552,7.4397,20.6351,-4.0123,0.8429,0.1768,21.0216,-0.0,0.7936,0.3345,73.92,-0.49,3.62,1514,0,26.80,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16208,95,255.2939,-201.1875,349.0363,2.5552,7.4397,20.6676,-4.0038,0.844,0.1788,21.0519,-0.0,0.7946,0.336,74.77,-0.47,3.63,1514,0,27.64,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16209,96,256.1211,-201.3473,349.0759,2.5552,7.4397,20.7003,-3.9953,0.8455,0.1802,21.0823,-0.0,0.7961,0.3371,75.61,-0.46,3.65,1514,0,28.48,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16210,97,256.9494,-201.5066,349.1151,2.5552,7.4397,20.7331,-3.9869,0.8475,0.181,21.1129,-0.0,0.7981,0.3378,76.45,-0.45,3.67,1514,0,29.32,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16211,98,257.7791,-201.6654,349.154,2.5552,7.4397,20.7661,-3.9786,0.8499,0.1815,21.1438,-0.0,0.8006,0.3381,77.3,-0.44,3.68,1514,0,30.16,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16212,99,258.6101,-201.8239,349.1922,2.5552,7.4397,20.7993,-3.9706,0.8526,0.1815,21.1749,-0.0,0.8034,0.3382,78.14,-0.44,3.70,1514,0,31.01,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16213,100,259.4423,-201.982,349.23,2.5552,7.4397,20.8329,-3.9628,0.8556,0.1814,21.2064,-0.0,0.8066,0.338,78.99,-0.44,3.71,1514,0,31.86,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16214,101,260.2757,-202.1398,349.2672,2.5552,7.4397,20.8668,-3.9552,0.8587,0.181,21.2383,-0.0,0.81,0.3377,79.84,-0.44,3.70,1514,0,32.70,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16215,102,261.1105,-202.2975,349.3041,2.5552,7.4397,20.9011,-3.9478,0.8619,0.1805,21.2706,-0.0,0.8134,0.3373,80.69,-0.43,3.68,1514,0,33.55,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16216,103,261.9467,-202.455,349.3406,2.5552,7.4397,20.9357,-3.9405,0.8651,0.18,21.3033,-0.0,0.8169,0.3369,81.54,-0.43,3.67,1514,0,34.40,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16217,104,262.7841,-202.6122,349.3768,2.5552,7.4397,20.9707,-3.9333,0.8682,0.1795,21.3364,-0.0,0.8202,0.3364,82.39,-0.42,3.66,1514,0,35.26,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16218,105,263.6229,-202.7692,349.4129,2.5552,7.4397,21.0061,-3.9263,0.8711,0.179,21.3699,-0.0,0.8234,0.336,83.24,-0.42,3.64,1514,0,36.11,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16219,106,264.4632,-202.9259,349.4489,2.5552,7.4397,21.0419,-3.9193,0.8736,0.1785,21.4038,-0.0,0.8262,0.3355,84.1,-0.41,3.63,1514,0,36.96,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16220,107,265.305,-203.0823,349.4847,2.5552,7.4397,21.078,-3.9124,0.8757,0.1782,21.4381,-0.0,0.8285,0.335,84.95,-0.41,3.62,1514,0,37.82,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16221,108,266.1484,-203.2385,349.5202,2.5552,7.4397,21.1144,-3.9056,0.8774,0.178,21.4726,-0.0,0.8303,0.3346,85.81,-0.40,3.61,1514,0,38.68,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16222,109,266.9934,-203.3946,349.5556,2.5552,7.4397,21.151,-3.8989,0.8784,0.1779,21.5073,-0.0,0.8316,0.3342,86.67,-0.40,3.59,1514,0,39.53,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16223,110,267.84,-203.5504,349.591,2.5552,7.4397,21.1876,-3.8921,0.8789,0.178,21.5422,-0.0,0.8322,0.3338,87.53,-0.41,3.58,1514,0,40.39,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16224,111,268.688,-203.7059,349.6263,2.5552,7.4397,21.2244,-3.8853,0.8787,0.1781,21.5771,-0.0,0.8322,0.3335,88.39,-0.41,3.57,1514,0,41.26,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16225,112,269.5377,-203.8611,349.6614,2.5552,7.4397,21.2611,-3.8786,0.8779,0.1785,21.612,-0.0,0.8316,0.3331,89.26,-0.42,3.55,1514,0,42.12,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16226,113,270.3887,-204.016,349.6962,2.5552,7.4397,21.2979,-3.8719,0.8764,0.179,21.647,-0.0,0.8302,0.3329,90.12,-0.42,3.54,1514,0,42.98,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16227,114,271.2412,-204.1708,349.7312,2.5552,7.4397,21.3347,-3.8652,0.8743,0.1797,21.682,-0.0,0.8282,0.3327,90.99,-0.42,3.53,1514,0,43.85,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16228,115,272.0951,-204.3253,349.7661,2.5552,7.4397,21.3714,-3.8584,0.8714,0.1806,21.7169,-0.0,0.8255,0.3325,91.86,-0.42,3.51,1514,0,44.72,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16229,116,272.9506,-204.4795,349.801,2.5552,7.4397,21.408,-3.8515,0.8679,0.1816,21.7517,-0.0,0.822,0.3324,92.73,-0.43,3.50,1514,0,45.59,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16230,117,273.8077,-204.6334,349.8358,2.5552,7.4397,21.4445,-3.8447,0.8637,0.1827,21.7864,-0.0,0.8179,0.3323,93.6,-0.43,3.50,1514,0,46.46,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16231,118,274.6664,-204.7872,349.8706,2.5552,7.4397,21.4807,-3.8377,0.8587,0.184,21.8208,-0.0,0.813,0.3322,94.47,-0.43,3.50,1514,0,47.33,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16232,119,275.5266,-204.9408,349.9056,2.5552,7.4397,21.5166,-3.8305,0.8531,0.1854,21.855,-0.0,0.8074,0.3321,95.34,-0.43,3.50,1514,0,48.20,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16233,120,276.3884,-205.0941,349.9407,2.5552,7.4397,21.5522,-3.8232,0.847,0.1869,21.8886,-0.0,0.8013,0.332,96.22,-0.44,3.51,1514,0,49.08,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16234,121,277.2517,-205.2471,349.9757,2.5552,7.4397,21.5872,-3.8158,0.8403,0.1884,21.9219,-0.0,0.7947,0.3318,97.1,-0.44,3.51,1514,0,49.95,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,3,-4,770
86,0,16235,122,278.1166,-205.3997,350.0108,2.5552,7.4397,21.6217,-3.8083,0.8332,0.19,21.9545,-0.0,0.7876,0.3316,97.97,-0.44,3.51,1514,0,50.83,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16236,123,278.983,-205.5522,350.0459,2.5552,7.4397,21.6555,-3.8006,0.8258,0.1915,21.9865,-0.0,0.7803,0.3313,98.85,-0.44,3.51,1514,0,51.71,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16237,124,279.8509,-205.7042,350.0809,2.5552,7.4397,21.6887,-3.7927,0.8183,0.1929,22.0178,-0.0,0.7729,0.331,99.74,-0.45,3.51,1514,0,52.59,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16238,125,280.72,-205.8556,350.1155,2.5552,7.4397,21.7211,-3.7849,0.8109,0.1943,22.0484,-0.0,0.7655,0.3306,100.62,-0.45,3.51,1514,0,53.48,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16239,126,281.5903,-206.0066,350.1496,2.5552,7.4397,21.753,-3.7771,0.8036,0.1957,22.0785,-0.0,0.7583,0.3303,101.5,-0.44,3.52,1514,0,54.36,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16240,127,282.462,-206.1573,350.1832,2.5552,7.4397,21.7842,-3.7694,0.7966,0.197,22.1079,-0.0,0.7513,0.33,102.39,-0.44,3.52,1514,0,55.24,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16241,128,283.3348,-206.3078,350.2164,2.5552,7.4397,21.8148,-3.7616,0.79,0.1985,22.1368,-0.0,0.7448,0.3298,103.27,-0.44,3.52,1514,0,56.13,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16242,129,284.2087,-206.4581,350.2495,2.5552,7.4397,21.8449,-3.7538,0.784,0.1999,22.1651,-0.0,0.7389,0.3298,104.16,-0.44,3.52,1514,0,57.02,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16243,130,285.0836,-206.608,350.2825,2.5552,7.4397,21.8745,-3.746,0.7787,0.2015,22.193,-0.0,0.7335,0.33,105.05,-0.44,3.52,1514,0,57.90,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16244,131,285.9595,-206.7576,350.3152,2.5552,7.4397,21.9039,-3.7381,0.7741,0.2031,22.2205,-0.0,0.7289,0.3304,105.93,-0.43,3.53,1514,0,58.79,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16245,132,286.8363,-206.9068,350.3478,2.5552,7.4397,21.933,-3.7302,0.7702,0.2048,22.2479,-0.0,0.7249,0.331,106.82,-0.43,3.53,1514,0,59.68,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16246,133,287.714,-207.0559,350.3805,2.5552,7.4397,21.962,-3.7223,0.767,0.2066,22.2752,-0.0,0.7217,0.3318,107.71,-0.42,3.53,1514,0,60.57,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16247,134,288.5927,-207.2046,350.4132,2.5552,7.4397,21.9911,-3.7143,0.7645,0.2084,22.3026,-0.0,0.7191,0.3328,108.6,-0.42,3.54,1514,0,61.46,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16248,135,289.4725,-207.3528,350.4459,2.5552,7.4397,22.0202,-3.7063,0.7626,0.2105,22.33,-0.0,0.7171,0.3341,109.5,-0.42,3.54,1514,0,62.35,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16249,136,290.3535,-207.5005,350.4784,2.5552,7.4397,22.0495,-3.6984,0.7612,0.2126,22.3575,-0.0,0.7155,0.3356,110.39,-0.42,3.54,1514,0,63.25,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16250,137,291.2356,-207.6479,350.5107,2.5552,7.4397,22.0789,-3.6905,0.7603,0.215,22.3852,-0.0,0.7144,0.3374,111.28,-0.41,3.55,1514,0,64.14,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16251,138,292.1189,-207.7951,350.5429,2.5552,7.4397,22.1084,-3.6826,0.7598,0.2177,22.413,-0.0,0.7137,0.3396,112.18,-0.41,3.55,1514,0,65.04,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16252,139,293.0036,-207.9421,350.5753,2.5552,7.4397,22.138,-3.6747,0.7596,0.2207,22.4409,-0.0,0.7132,0.3421,113.08,-0.40,3.55,1514,0,65.93,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16253,140,293.8896,-208.0888,350.6078,2.5552,7.4397,22.1677,-3.6667,0.7597,0.224,22.4689,-0.0,0.713,0.345,113.97,-0.40,3.56,1514,0,66.83,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16254,141,294.7771,-208.2351,350.6403,2.5552,7.4397,22.1973,-3.6587,0.7601,0.2277,22.4968,-0.0,0.713,0.3483,114.87,-0.39,3.56,1514,0,67.73,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16255,142,295.6658,-208.381,350.6729,2.5552,7.4397,22.2268,-3.6506,0.7609,0.2317,22.5246,-0.0,0.7133,0.352,115.77,-0.39,3.56,1514,0,68.63,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16256,143,296.5556,-208.5268,350.7057,2.5552,7.4397,22.2563,-3.6424,0.762,0.2362,22.5524,-0.0,0.7139,0.3561,116.68,-0.38,3.57,1514,0,69.53,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16257,144,297.4464,-208.6724,350.739,2.5552,7.4397,22.2859,-3.6339,0.7635,0.241,22.5802,-0.0,0.7148,0.3608,117.58,-0.38,3.57,1514,0,70.44,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16258,145,298.3382,-208.8177,350.773,2.5552,7.4397,22.3157,-3.6252,0.7653,0.2463,22.6082,-0.0,0.7159,0.3658,118.48,-0.37,3.57,1514,0,71.34,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16259,146,299.231,-208.9626,350.8075,2.5552,7.4397,22.3456,-3.6162,0.7674,0.2518,22.6364,-0.0,0.7173,0.3712,119.39,-0.36,3.58,1514,0,72.25,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16260,147,300.125,-209.107,350.8426,2.5552,7.4397,22.3759,-3.607,0.7697,0.2578,22.6647,-0.0,0.7189,0.377,120.29,-0.35,3.58,1514,0,73.15,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16261,148,301.0202,-209.2512,350.8784,2.5552,7.4397,22.4064,-3.5976,0.7722,0.2641,22.6934,-0.0,0.7206,0.3832,121.2,-0.33,3.59,1514,0,74.06,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16262,149,301.9167,-209.3951,350.915,2.5552,7.4397,22.4372,-3.5878,0.7747,0.2707,22.7222,-0.0,0.7223,0.3897,122.11,-0.32,3.59,1514,0,74.97,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16263,150,302.8146,-209.5389,350.9528,2.5552,7.4397,22.4681,-3.5776,0.7773,0.2777,22.7512,-0.0,0.724,0.3964,123.02,-0.31,3.59,1514,0,75.88,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
86,0,16264,151,303.714,-209.682,350.9915,2.5552,7.4397,22.4992,-3.5669,0.7799,0.2848,22.7802,-0.0,0.7257,0.4034,123.93,-0.29,3.60,1514,0,76.79,192.32,-1.0,-1000.0,-1.0,-1.0,-1,-1,773,776,,-1,-1,,0,4,-4,770
